question,document
Why would I use an orchestrator like Kestra instead of just running everything in a notebook?,193612db63
What do I get from Kestra that a simple script or notebook doesn't handle well in real AI projects?,193612db63
"In this module, is Kestra only for workflow management, or is it also used to learn the AI techniques?",193612db63
"How can Kestra help with things like scheduling, retries, monitoring, and secret handling in an AI pipeline?",193612db63
"Do Kestra AI plugins only work with OpenAI, or can I switch to Gemini, Anthropic, and other providers too?",193612db63
"Do I actually have to use Kestra for the whole LLM Zoomcamp, or is it only for Module 3?",cce328db64
"For the capstone project, can I choose Airflow or Prefect instead of Kestra, or even skip an orchestrator completely?",cce328db64
"If I build my ingestion pipeline with just a Python script or notebook, will that still count for the project points?",cce328db64
Why does the course use Kestra in Module 3 if other orchestrators do basically the same scheduling and retries?,cce328db64
"Can I use a different AI provider in Kestra flows, like OpenAI, Gemini, or Anthropic, without rewriting the flow?",cce328db64
"Besides Gemini, what other AI providers can I plug into Kestra, and does it work with local models too?",f442efe5b4
Can I switch Kestra from Gemini to Groq or Ollama without rewriting the whole flow?,f442efe5b4
"Is Kestra limited to official vendors, or can I use any OpenAI-compatible API like a local LM Studio model?",f442efe5b4
What’s the difference between Kestra’s generic AI plugin and the provider-specific plugins?,f442efe5b4
"If a provider doesn’t have its own Kestra plugin, how do I point the OpenAI plugin at its API base URL?",f442efe5b4
"Is there a way to build a Kestra flow without typing YAML by hand, and what are the no-code options?",bfe5502c30
How does Kestra’s form-based flow editor work if I don’t want to edit code directly?,bfe5502c30
"Can I create a workflow in Kestra just from a text prompt, kind of like an AI assistant?",bfe5502c30
"Do tools like Claude Code, Codex, or Kestra CTL let me generate and send flows into Kestra from my editor?",bfe5502c30
"If I’m comparing Kestra with Airflow, Zapier, or n8n, when does Kestra make more sense and when is a simpler automation tool better?",bfe5502c30
"Why does ChatGPT sometimes invent Kestra YAML fields like bucket or name for GCS upload, and what should I check instead?",93a3e8b98c
"In a Kestra flow, why is LoadFromGcs using destinationTable rather than separate projectId, dataset, and table fields?",93a3e8b98c
How can I make sure AI-generated Kestra plugin YAML matches the version I'm actually running?,93a3e8b98c
"What’s the safest way to verify a Kestra flow before I use it, especially when the AI gives me plausible-looking properties?",93a3e8b98c
"Should I trust a generic AI assistant for Kestra plugin configs, or is there a better way to generate valid YAML?",93a3e8b98c
Why do we track token usage in Kestra if the workflow is already running on schedule?,a4adc70f41
How does checking token counts help control LLM costs in a Kestra flow?,a4adc70f41
What’s the point of monitoring prompt and response tokens in these AI tasks?,a4adc70f41
Can Kestra use token usage to catch a loop or task that’s running up my bill?,a4adc70f41
"Where does the token number usually come from in an LLM call, and how can I use it?",a4adc70f41
"Why does Docker Desktop say mounts denied for a /tmp path, and how can I get around it?",dd8b4c9fda
"When I run Kestra with docker compose, I get ""path /tmp/... is not shared from the host"" — what should I change in Docker Desktop?",dd8b4c9fda
How do I add /tmp or /tmp/kestra-wd to Docker Desktop so the container can mount it?,dd8b4c9fda
What’s the fix for the Docker Desktop file sharing issue causing Kestra to fail on startup?,dd8b4c9fda
"After a Docker restart, do I need to run docker compose up -d again for Kestra to work?",dd8b4c9fda
"In a Kestra workflow, Gemini keeps throwing a 404 NOT_FOUND for the model — what should I change to get it working again?",d51bbe2da0
"If the Gemini model used in the course is unavailable for my account, do I need to edit the YAML file or the docker-compose config?",d51bbe2da0
How do I pick a replacement Gemini model id in Kestra when the original one suddenly stops working?,d51bbe2da0
"Is a Gemini 404 error in the course flow permanent, or can I just switch to another model that my account can access?",d51bbe2da0
"After updating the Gemini model name in Kestra, do I need to rerun the flow or restart Docker Compose?",d51bbe2da0
"For the Module 3 Kestra homework, what exactly do I need to upload to GitHub if most of the work was done in the Kestra UI?",f29f622684
"Do I submit the answers in the repo too, or are the Q1, Q2, etc. responses entered somewhere else for Module 3?",f29f622684
"If I created flows in Kestra for the homework, should I export the YAML files and commit those as my submission?",f29f622684
"Do I need to include any scripts that my Kestra flows call, or is the flow YAML enough for the homework repo?",f29f622684
"Is a README required for the Module 3 submission, and where should I place the flow files in the repository?",f29f622684
Why do I get `JSONDecodeError: Expecting value` when I try to parse the LLM output with `json.loads(...)`?,a3c7e1b4f9
How can I make the model return only valid JSON instead of wrapping it in a code block or adding extra text?,a3c7e1b4f9
What should I put in the prompt so the LLM gives me a JSON object with exactly a `questions` list of 5 strings?,a3c7e1b4f9
Is there a way to force JSON output with OpenAI when generating ground-truth questions for the evaluation step?,a3c7e1b4f9
"Do Gemini, Groq, or other providers have an equivalent to `response_format={""type"": ""json_object""}` for getting clean JSON?",a3c7e1b4f9
Why does my Jupyter notebook/kernel crash when I try to embed the ground-truth dataset in the evaluation assignment?,b8f2d6a30c
What can I do if loading the embedding model makes my notebook run out of memory on a small RAM machine or Codespaces?,b8f2d6a30c
Is there a lighter embedding model I can use for the eval notebook instead of the default one?,b8f2d6a30c
How can I avoid memory issues by doing the embedding step outside the notebook and then using the vectors later?,b8f2d6a30c
"Can I fix the crash by batching the ground-truth embeddings, and do I need to rerun the evaluation if I switch models?",b8f2d6a30c
Why am I still getting rate-limit errors with Gemini even after adding sleep between requests while building the ground-truth data?,c1e9f4b820
What should I do if the free Gemini quota gets exhausted in one long loop during dataset generation?,c1e9f4b820
Is there a cheaper model or provider I can use instead of Gemini for generating embeddings or ground truth?,c1e9f4b820
How can I avoid hitting request limits when using a thread pool to call the API?,c1e9f4b820
What’s the best way to continue after a rate-limit crash without losing the results I already generated?,c1e9f4b820
"Why does Module 4 jump from lesson 06 to 11, are some lessons missing?",57c8d3a1e4
"Is there actually a gap in Module 4, or is it just split into two parts with different numbering?",57c8d3a1e4
How should I read the lesson filenames in Module 4 when they go from 01-06 and then 11-15?,57c8d3a1e4
Why do the Module 4 files start again at 11 after 06-search-tuning.md?,57c8d3a1e4
What’s the reason for the numbering change in Module 4 between the RAG evaluation lessons and the agent evaluation lessons?,57c8d3a1e4
Why would MRR go up but Hit Rate not change for the same top-k search results?,8a5ece0688
"If my Hit Rate and MRR end up exactly the same, does that always mean the evaluation is correct?",8a5ece0688
How can moving a relevant document from rank 5 to rank 1 affect MRR but keep Hit Rate unchanged?,8a5ece0688
What should I check in my code if Hit Rate and MRR look suspiciously equal?,8a5ece0688
"Can reranking or chunking improve MRR without changing Hit Rate, and how do I verify that happened?",8a5ece0688
Where can I find the notebook or code for the agent evaluation part of the lesson?,4de1cb9a3f
Is there a GitHub folder with the agent-evaluation examples in module 4?,4de1cb9a3f
"Which file has the agent evaluation lesson notes, and where is the related code kept?",4de1cb9a3f
I’m looking for the agent-evaluation materials from evaluation module — what are the links?,4de1cb9a3f
Can someone point me to the lesson markdown and code directory for agent evaluation?,4de1cb9a3f
How do I fix the Windows WinError 126 problem when torch can’t load fbgemm.dll or one of its dependencies?,15e931476c
"If I get an OSError about fbgemm.dll missing on Windows, what should I install first?",15e931476c
Do I need Visual Studio or Visual Studio Code to solve the torch.dll import error on Windows?,15e931476c
What is the usual fix for the Python 3.10 torch error saying the specified module could not be found on Windows?,15e931476c
Where can I look for help if PyTorch fails to import because fbgemm.dll is missing on my Windows machine?,15e931476c
"I'm getting `psycopg2.OperationalError: could not translate host name ""postgres"" to address` when I run `python prep.py`. What should I change to fix it?",4b65d5542d
"Why does `prep.py` fail with `No such host is known` for `postgres`, and how do I point it to the right database host?",4b65d5542d
My setup throws an OperationalError about the `postgres` host not being found. Which `.env` setting needs to be updated?,4b65d5542d
"When I execute `python prep.py`, it can't resolve `postgres` as a host. What's the quick fix in the environment file?",4b65d5542d
How do I solve the database connection error in `prep.py` where `postgres` can't be translated to an address?,4b65d5542d
How do I make Pandas show the full text in a column instead of cutting it off?,641aedbbf5
"In the offline-rag-evaluation notebook, how can I see the whole Explanation column from the judge LLM?",641aedbbf5
What setting should I change in Pandas so long text cells don't get truncated to 50 characters?,641aedbbf5
Is there a way to display unlimited column width in a Pandas dataframe?,641aedbbf5
Why does Pandas replace long text with ... and how do I disable that?,641aedbbf5
How can I normalize vectors stored in a Pandas DataFrame column?,5039707c1a
What's the easiest way to normalize a vector in a Pandas Series?,5039707c1a
Can I use NumPy and apply() to normalize each row in a DataFrame column?,5039707c1a
How do I create a new column with normalized vectors from an existing one?,5039707c1a
What’s a simple Python snippet for normalizing vectors in pandas?,5039707c1a
How can I get the 75th percentile of a pandas DataFrame column?,b4c8ac5a0c
What's the pandas way to compute a quantile for a Series?,b4c8ac5a0c
How do I find the 0.75 quantile from a column in pandas?,b4c8ac5a0c
Is there a simple method in pandas to calculate percentiles for a DataFrame column?,b4c8ac5a0c
How do you use pandas to return the 75% percentile value?,b4c8ac5a0c
"How do I wipe out every Docker container from the terminal, even the ones that are still running?",66ccbb7da0
What command removes all Docker images at once from the command line?,66ccbb7da0
How can I delete all Docker volumes in one shot using terminal commands?,66ccbb7da0
"Is there a quick way to force-remove every container, image, and volume with Docker CLI?",66ccbb7da0
"What are the terminal commands to clean up all Docker resources, like containers, images, and volumes?",66ccbb7da0
"How can I make Streamlit let a user give feedback only once per submission, like just one +1 or -1 per ask?",2e729f1271
Why does `st.session.submitted` keep getting set back to True even after I click a feedback button?,2e729f1271
"I’m trying to disable the feedback buttons when `st.session.submitted` is False, but it still acts weird — what’s the fix?",2e729f1271
"Is there a known Streamlit issue where session state gets reassigned after pressing a button, and how do I solve it?",2e729f1271
Where can I find the solution for the Streamlit session state problem with repeated feedback after submitting text?,2e729f1271
"Why am I getting no spans in my SQLite exporter, or seeing ""Overriding of current TracerProvider is not allowed"" in my notebook?",ba1d5f13e7
Does calling `trace.set_tracer_provider(...)` a second time actually replace the old OpenTelemetry provider?,ba1d5f13e7
Why can `traces.db` stay empty even though I created a new `TracerProvider` and exporter?,ba1d5f13e7
How should I reset things in a notebook if I want the spans to go to the SQLite file correctly again?,ba1d5f13e7
"If I need a separate provider for manual spans, what’s the right way to get the tracer from it?",ba1d5f13e7
Why does my script freeze or end with a RecursionError when I set up OpenTelemetry ConsoleSpanExporter in the Module 5 homework?,702399225b
"Do I need to upgrade opentelemetry-api and opentelemetry-sdk for Python 3.14 support, and what command should I use?",702399225b
"After upgrading OpenTelemetry, do I have to restart the notebook kernel or Python process before trying the exporter again?",702399225b
How can I check which opentelemetry-api and opentelemetry-sdk versions my project is actually using?,702399225b
"If I can’t upgrade OpenTelemetry, is it okay to just switch to Python 3.13 or use a custom exporter to bypass the error?",702399225b
How can I use a Groq or Gemini client for the homework instead of faking an OPENAI_API_KEY?,01517c80df
What parts of RAGWithMetrics need to change when the provider only supports Chat Completions?,01517c80df
Why does using an OpenAI model name on Groq give me a 404 error?,01517c80df
"Where do I get the prompt tokens, completion tokens, and total tokens from if the API response structure is different?",01517c80df
What should I do if the first request is already over the token limit and retries don’t help?,01517c80df
"Why do I get ""streamlit: executable file not found in $PATH"" when I start my app with docker-compose, even though it works normally on my machine?",e8df9f0d12
What do I need to change in my docker-compose setup if the container fails with an OCI runtime error when launching a Streamlit app?,e8df9f0d12
"Is a Dockerfile required for running a Streamlit app through docker-compose, and what should I do after adding it?",e8df9f0d12
How can I fix the container startup error when docker-compose says it can't find the streamlit command inside the image?,e8df9f0d12
"After updating my docker-compose config for Streamlit, what command should I use to rebuild everything and try again?",e8df9f0d12
"Can the capstone be done with a partner, or does each person need to submit their own project?",0fab61eca2
"If two students work on the same system, is that allowed for the capstone?",0fab61eca2
What if we share the same idea or collaborate a bit — does that still count as individual work?,0fab61eca2
How separate do the projects need to be if multiple people build parts of one larger system?,0fab61eca2
Would a project be acceptable if it can’t be judged separately for each student?,0fab61eca2
"Do I need to turn in two separate capstone projects, or just one?",d5fc98925d
What exactly are attempt 1 and attempt 2 for the capstone submission?,d5fc98925d
"If my first submission doesn’t pass, can I fix it and send it again later?",d5fc98925d
"Can I submit two projects just to get more practice, and if so do they need different topics or datasets?",d5fc98925d
"If I miss the first submission window, can I still join in time for the second one and count it toward certification?",d5fc98925d
"Does the competition count as the capstone project, or are they separate?",e892d44e42
Can I use the math-kaggle-llm-competition as my capstone submission?,e892d44e42
Is the capstone supposed to be done individually even if I join the competition as a team?,e892d44e42
Am I allowed to participate in the math-kaggle-llm-competition with a group and still do the capstone on my own?,e892d44e42
"If I join the competition with a team, does that replace the individual capstone requirement?",e892d44e42
How will my capstone project be graded in the course?,9a2e2d2008
Who reviews the capstone projects after submission?,9a2e2d2008
"Do I need to grade other students' projects too, or only my own?",9a2e2d2008
What happens if I skip the required peer review step for capstone projects?,9a2e2d2008
How is the final score for the capstone project calculated?,9a2e2d2008
When do the peer-review assignments show up after I submit my capstone project?,eae0fb50aa
Where can I find the projects I’m supposed to review and the review deadline?,eae0fb50aa
Do I need to sign up somewhere to get assigned projects for grading?,eae0fb50aa
Can I ask the course team to manually assign me specific projects to review?,eae0fb50aa
"Is there any way to choose which projects I review, or is it automatic?",eae0fb50aa
"I already turned in my capstone project, so why am I still not seeing anything to review?",a8a7fef016
"After the deadline passes, do I get to pick which projects I evaluate, or are they assigned somehow?",a8a7fef016
Why is the review list empty right now even though my submission is already done?,a8a7fef016
Can I start reviewing other projects before the assigned list comes out?,a8a7fef016
How does project evaluation work after submission is closed? Do we get projects automatically or do we choose them?,a8a7fef016
Where can I look for project ideas and datasets for the capstone project?,e76a70cde3
Is there a page with some ready-made ideas or dataset suggestions for the llm-zoomcamp project?,e76a70cde3
What’s the best place to find tips and guidelines plus dataset ideas for the project?,e76a70cde3
Can you point me to the GitHub page that lists possible datasets for the capstone?,e76a70cde3
I’m stuck on project ideas — where should I check for inspiration and useful datasets?,e76a70cde3
"Do I actually need Airflow, Mage, or Kestra for the capstone project, or is a simple Python script enough?",d4f7c08ea1
Can I get full points on the ingestion pipeline part if I just use plain Python instead of an orchestration tool?,d4f7c08ea1
"If I build the ingestion steps in a Jupyter notebook, how does that affect the score compared to a script?",d4f7c08ea1
"Should I add an orchestrator to the capstone just to satisfy the requirement, or only when it makes sense for the project?",d4f7c08ea1
"When would using an orchestration tool be a good idea for the capstone, like for data that updates every day?",d4f7c08ea1
How can I evaluate a recommender-style RAG project when I don't have a clear ground-truth Q&A dataset?,9b0e2d6a47
Is there a way to create synthetic test queries for item retrieval and then score the retriever with hit rate or MRR?,9b0e2d6a47
"For a ranking-style RAG, what metrics should I use if more than one item could be a valid answer?",9b0e2d6a47
How does using an LLM as a judge work for checking the end-to-end quality of RAG results?,9b0e2d6a47
When should I prefer NDCG over simple hit rate for measuring retrieval quality in this kind of project?,9b0e2d6a47
"For a big PDF collection, what chunking setup should I start with before trying anything fancy?",6f2a8b3d10
Is it worth asking an LLM to split documents into sections instead of using fixed-size chunks?,6f2a8b3d10
"Should I store a short summary for each chunk, and does that actually help retrieval?",6f2a8b3d10
"When the docs are long and structured, like legal or financial files, is hybrid search better than plain embeddings?",6f2a8b3d10
"What tools do people use to turn PDFs into cleaner markdown before chunking, especially for papers or tables?",6f2a8b3d10
What exactly does reproducibility mean for the capstone project — do reviewers need my API keys to run it?,e5d8a2c761
How should I set up the repo so someone can clone it and rebuild the search index from scratch?,e5d8a2c761
"Should I include real credentials in the project, or just an example env file?",e5d8a2c761
Which model is better to use so people reviewing the project don't spend a lot of credits?,e5d8a2c761
Do I need to lock dependency versions and mention the Python or Docker version somewhere?,e5d8a2c761
"Do I have to use Python for the homework and the capstone, or can I build it in something like JavaScript or Go?",ea815eb858
"If I pick a non-Python stack for the project, what kind of README or setup instructions do I need to include?",ea815eb858
"Are languages like TypeScript, Rust, Java, Scala, C#, or R allowed for course work, or is Python strongly preferred?",ea815eb858
What should I do to make my homework/project easy to run for the reviewer if I don’t use Python?,ea815eb858
"Is it okay to submit a project in another language, and what level of reproducibility do you expect?",ea815eb858
Where do I check out earlier LLM Zoomcamp capstone project submissions?,930286278d
Is there a page with past LLM Zoomcamp projects from 2024 and 2025?,930286278d
Can I look at previous students' LLM Zoomcamp projects to see what kind of repo to submit?,930286278d
Where are the archived capstone project examples for LLM Zoomcamp?,930286278d
Do you have links to old LLM Zoomcamp project submissions?,930286278d
"Do I need to reserve my capstone project idea before I start, or can I just begin working on it?",897a350476
Is there any need to announce my project topic somewhere before submitting it?,897a350476
"If I’m unsure about my capstone idea, can I ask for feedback in Slack before I build it?",897a350476
"Are projects with the same general topic as previous ones allowed in the capstone, or do they need to be unique?",897a350476
Where can I look at past capstone projects to get a sense of the expected scope?,897a350476
Can I build my capstone as a Telegram bot or WhatsApp bot instead of a website?,7318a90b14
"Is a web app required for the project, or can I use a CLI or Slack app too?",7318a90b14
"Does the project have to be exposed through a browser, or can I choose any interface I want?",7318a90b14
"If I use a notebook or some other custom front end, is that acceptable for the capstone?",7318a90b14
"Will the course show how to build the interface, or do I need to handle that part myself?",7318a90b14
"What’s a good tool for getting text out of PDFs for a RAG app, or is there one standard choice in the course?",d8b28c47a0
"If my PDFs are scanned images and don’t have a text layer, what OCR option should I use before chunking them?",d8b28c47a0
"Has anyone tried docling, PyMuPDF, or unstructured for document extraction in the capstone, and which one worked best?",d8b28c47a0
Can I use a hosted OCR API like Mistral OCR instead of running Tesseract locally for my project?,d8b28c47a0
What should I test first when choosing a PDF extraction tool so I can see which gives the cleanest output for my data?,d8b28c47a0
"Do we need to meet any minimum dataset size for the capstone project, or is any amount of data fine as long as it shows the retrieval/agent flow clearly?",f0439b5faf
How will the capstone project be graded if there’s no required minimum number of documents or rows?,f0439b5faf
"Is there a dataset size requirement for the capstone, or should I just use enough data to evaluate the system properly?",f0439b5faf
"For the capstone project, do reviewers care about how big the dataset is, or only about the evaluation criteria?",f0439b5faf
"Can I use a small dataset for my capstone project, or do I need a certain minimum amount of data?",f0439b5faf
"Does the capstone project have to use data from a live API, or can I use a file instead?",2cf500aae6
"Can I build my capstone around a dataset I made myself, or does it need an external API source?",2cf500aae6
"If my project uses data from an API-backed source, do I still need to make it reproducible for reviewers?",2cf500aae6
What do I need to provide so the reviewers can rebuild the knowledge base for my capstone?,2cf500aae6
"Is a static data file acceptable for the capstone project, and how does that affect reproducibility points?",2cf500aae6
Can I build my capstone project with a dataset that isn't in English?,5ffe92bb02
Is it okay if the app answers in another language instead of English?,5ffe92bb02
"Do I need to keep the whole capstone project in English, or can only the docs be English?",5ffe92bb02
Should the README and setup instructions be written in English even if my data is not?,5ffe92bb02
"If I use a non-English dataset, what parts of the project still have to be in English for review?",5ffe92bb02
Can I do the capstone with structured data instead of documents?,6baab508b1
"Does the project have to use PDFs or text files, or can I work with tables and database records?",6baab508b1
Is it okay to base the capstone on a database schema and row data rather than a document set?,6baab508b1
"If my dataset is structured, do I still need a retrieval or query step in the RAG/agent pipeline?",6baab508b1
What matters for the capstone evaluation if I’m not using a document-style dataset?,6baab508b1
"Is it okay to use Evidently in the capstone project, or should I avoid it?",ec22c5eb86
Can I include Evidently as part of my capstone project setup?,ec22c5eb86
Does the capstone project allow using Evidently for monitoring or evaluation?,ec22c5eb86
Am I allowed to use Evidently for the final project in the capstone section?,ec22c5eb86
Is Evidently permitted for the capstone project work?,ec22c5eb86
"Do I need to come up with a totally original capstone project idea, or can I build something that already exists?",4179bc68b6
Is it okay if my capstone project is based on an existing idea as long as I implement it myself?,4179bc68b6
Can I use one of the datasets from the course lectures or homework for my capstone project?,4179bc68b6
"For the capstone, do I have to invent a brand-new idea, or can I just recreate an existing project on my own?",4179bc68b6
What are the rules about originality and dataset choice for the capstone project?,4179bc68b6
What exact commit hash do I need to paste into the Commit ID field for my capstone submission?,82207724ff
"Should I submit the latest commit from my main branch, or can I choose any commit I want reviewed?",82207724ff
How do I find the short 7-character commit ID on GitHub for my project?,82207724ff
Is there a command I can run to print the commit hash I should use in the submission form?,82207724ff
"If I make more changes after submitting the form, will reviewers see those newer commits too?",82207724ff
How much time do we usually get to finish peer reviews after they open?,785b277339
"When do peer reviews start for the capstone project, and how long does that review period stay open?",785b277339
Where can I find the exact deadline for my assigned peer reviews?,785b277339
"If I miss the peer review window, does my project still count toward the certificate?",785b277339
"Do I need to count the review days myself, or is the deadline shown somewhere in the course platform?",785b277339
"Is it okay to use ChatGPT, Claude, or Cursor when working on the capstone, or are those tools banned?",2fed4b176c
Can I let an AI write parts of my project code for the LLM Zoomcamp capstone?,2fed4b176c
"Do I need to explain how the AI helped if a reviewer asks about my chunking, retrieval, or orchestrator choices?",2fed4b176c
"Should I mention AI use in the README only when it affected major project decisions, or every time I used it?",2fed4b176c
"Is there some required disclosure form for AI usage in the project, or is the README enough?",2fed4b176c
Where should I upload my capstone project for this cohort?,920bb7ead8
Is the capstone submission done on the course platform or somewhere else?,920bb7ead8
Do I need to use the current cohort page to submit the project and do peer review?,920bb7ead8
Why do older capstone submission links not work for this course?,920bb7ead8
"For the LLM Zoomcamp capstone, where exactly is the right place to send my project?",920bb7ead8
"I already turned in my capstone — is that enough for the certificate, or do I still need to do peer reviews too?",8471c98e1f
"How do I get assigned the peer reviews for the capstone project, and do I need to sign up somewhere or request them?",8471c98e1f
Where can I see my review tasks and the deadline after project submissions close?,8471c98e1f
"When will my project score and the reviewers’ comments show up, and why is the score blank right now?",8471c98e1f
"Should I resubmit my capstone if the score is still empty, or does that create a new review round?",8471c98e1f
Where can I check the capstone project submission deadline for my cohort?,670737acd7
Is the capstone deadline listed on the course management platform or somewhere else?,670737acd7
Do the capstone attempt 1 and attempt 2 dates stay the same every cohort?,670737acd7
Should I rely on a past cohort page for the capstone submission dates?,670737acd7
How do I find the current running cohort’s capstone deadlines?,670737acd7
"Can I use the workshop content in my own capstone project, or is it just for learning in class?",d850a0e7ea
Is it okay to reuse the dlt workshop materials in another project outside this workshop?,d850a0e7ea
"Since dlt is open source, can I take what we learned here and apply it to something like an MLOps Zoomcamp project?",d850a0e7ea
"Are we allowed to use this workshop’s content directly in our own projects, or do we need special permission?",d850a0e7ea
"If I want to build something with the workshop examples later, can I just use them and ask questions if I get stuck?",d850a0e7ea
How do I create a fresh dlt project for loading files from cloud storage into DuckDB?,6bceeebf04
What's the command to initialize a new dlt pipeline using the filesystem source and DuckDB destination?,6bceeebf04
"If I want to start a dlt project for cloud file ingestion, what should I run first in the terminal?",6bceeebf04
How can I set up dlt for reading from a filesystem and loading into DuckDB?,6bceeebf04
Which dlt init command should I use for a new project that loads cloud data into DuckDB?,6bceeebf04
"Why do I get `Table notion_pages___homework does not exist` when I try `db.open_table(""notion_pages___homework"")`?",0407213397
"I changed the table name in one place, but now opening `notion_pages___homework` still fails — what else should I update in the pipeline?",0407213397
What causes the `FileNotFoundError` for `notion_pages___homework` in the dlt workshop homework?,0407213397
"If `db.open_table(""notion_pages___homework"")` says the table doesn't exist, is there another setting still pointing to `employee_handbook`?",0407213397
How do I fix the issue where my pipeline can't find `notion_pages___homework` even after renaming the table?,0407213397
Why am I getting FileNotFoundError for notion_pages___homework when I run main() in the dlt workshop?,e95bfafc0e
"In the open-source data ingestion homework, what table name should I use instead of the one causing the missing table error?",e95bfafc0e
I see a message saying table notion_pages___homework does not exist — how do I fix the code in line 3?,e95bfafc0e
"What should db.open_table() point to if my notebook says I need to call db.create_table(notion_pages___homework, data) first?",e95bfafc0e
How do I correct the table reference so the homework script can find the Notion pages table?,e95bfafc0e
How can I see all the tables that exist in the database?,e394e6f738
Is there a quick way to list the tables inside the db?,e394e6f738
What method should I call to check table names in the database?,e394e6f738
How do I get a list of all tables available in my database?,e394e6f738
Can I use db.table_names() to find out what tables are there?,e394e6f738
"Does DLT already support ClickHouse or StarRocks connectors, or are those missing for now?",cd19f122f3
"Can I use DLT with ClickHouse or StarRocks directly, or do I need to build something myself?",cd19f122f3
Are there any built-in connectors in DLT for ClickHouse and StarRocks yet?,cd19f122f3
"If DLT doesn't connect to ClickHouse or StarRocks, is there a plan to add them later?",cd19f122f3
Can the community contribute a ClickHouse or StarRocks connector to DLT?,cd19f122f3
Why does my notebook get a 401 Unauthorized from Notion when it tries to call api.notion.com/v1/search?,0dfba07ace
What should I check if the notebook says it has no secret access and the Notion request fails with an authorization error?,0dfba07ace
"Could this Notion API error be because my token is wrong or expired, and how do I fix it?",0dfba07ace
How do I verify that my Notion API key and permissions are set up correctly for the notebook?,0dfba07ace
"If the Notion API keeps rejecting my request, what configs or auth settings should I re-check?",0dfba07ace
How do I force pip to install the newer requests version from the GitHub source zip?,4b30b918bc
"If requests keeps installing as 2.28, what command should I run to get 2.32.3 instead?",4b30b918bc
Is there a way to install requests directly from the official repo tag for this lancedb setup?,4b30b918bc
What pip command should I use when I need requests 2.32.3 but the default install gives an older version?,4b30b918bc
"Could a 401 Client Error mean my key access is wrong, and if so how do I fix it?",4b30b918bc
Why am I getting 401 Unauthorized with my EU Logfire token even though I’m using `logfire.configure()`?,46efd1088d
"Do I need to set a custom Logfire base URL for an EU token, or should the SDK figure that out automatically?",46efd1088d
What’s the right order for `load_dotenv()` and `logfire.configure()` so my token is actually picked up?,46efd1088d
How can I tell if my app is using the wrong `LOGFIRE_TOKEN` from the shell instead of the one in my `.env` file?,46efd1088d
When should I use `load_dotenv(override=True)` or upgrade Logfire to fix token/region issues?,46efd1088d
Can I put log files from two different JSONL folders into one dlt pipeline and load them together?,671f72f4c4
"If I have Claude logs in one directory and Codex logs in another, do I need separate pipelines or can they go into the same one?",671f72f4c4
How do I configure dlt so multiple filesystem resources end up in the same table?,671f72f4c4
Is there a way to load several JSONL directories at once with dlt without merging the files myself first?,671f72f4c4
"For agent logs with the same JSONL structure, what’s the cleanest way to read both folders and append them into one dataset?",671f72f4c4
"In the deploy lesson, `dlt.attach()` is using `agent_logs` but my REST API pipeline writes something else — how do I know the right dataset name to put in the dashboard attach call?",c306f20bf3
"My dashboard isn’t showing the REST API pipeline data, and I think the `dataset_name` in `dlt.attach()` is copied from the wrong lesson — what should I check in my `rest_api_pipeline.py`?",c306f20bf3
"Why does the example use `dataset_name=""agent_logs""` when my deployed pipeline seems to store traces under a different name, and how do I fix the attach snippet?",c306f20bf3
"How can I match the dashboard `dlt.attach(""agent_traces"", ...)` settings with the dataset my REST API pipeline actually creates so the schema resolves correctly?",c306f20bf3
Is there a way to confirm whether my pipeline should attach to `traces` or `agent_logs` in the open-source ingestion workshop?,c306f20bf3
How do I switch `agent.py` from OpenAI to Gemini in the dlt workshop?,dd53e420ef
Do I just change the model line in `homework/agent.py` to use a `google:` provider?,dd53e420ef
What should the `faq_agent = Agent(...)` call look like if I want Gemini instead of OpenAI?,dd53e420ef
"Which env var do I need to add for Gemini in this setup, and do the tools need changes too?",dd53e420ef
"If I replace the OpenAI model with `google:gemini-3.1-flash-lite`, what else in `agent.py` has to be updated?",dd53e420ef
Why am I seeing fewer Logfire spans or a lower token total than I expected when I run the dlt workshop pipeline right after the agent?,8ede00dc4c
Is there a way to make sure Logfire finishes exporting the whole trace before I start the ingestion step?,8ede00dc4c
What should I do if the Query API only gives me part of the trace instead of all the spans?,8ede00dc4c
"Should I check for an exact number of spans in this workshop, or can it change from run to run?",8ede00dc4c
"For the token comparison question, which token fields should match between the model-call spans and the top-level agent span?",8ede00dc4c
"Why am I getting DuckDB's ""Ambiguous reference to catalog or schema"" error when running a dlt pipeline?",8ca99429d0
What should I change in my dlt pipeline if the pipeline name and dataset name are the same in DuckDB?,8ca99429d0
Can I use a custom DuckDB file in dlt to avoid the schema/catalog naming conflict?,8ca99429d0
"If my data was already loaded into a different DuckDB database, how do I make dlt use that one instead of creating a new file?",8ca99429d0
"Does dlt create both the DuckDB file and schema from the pipeline name and dataset name, and what happens if they match?",8ca99429d0
Where can I find the latest dlt workshop materials for this LLM Zoomcamp section?,e00ceb24be
Is there a folder in the repo with the current Open-Source Data Ingestion workshop instructions?,e00ceb24be
Where do I open the dlt workshop directory to get the materials and video link?,e00ceb24be
Can you point me to the up-to-date workshop files for the dlt session?,e00ceb24be
What’s the GitHub path for the current dlt workshop resources and recording?,e00ceb24be
